subset,split,code,script,name,family,words,documents,utf8_bytes,utf8_bytes_human,parquet_bytes,parquet_bytes_human,bible_ratio,wiki_ratio
anv_Latn_removed,train,anv,Latn,Denya,Niger-Congo,-,36,179219,175.02KB,74541,72.79KB,-,-
any_Latn,train,any,Latn,Anyin,Niger-Congo,26288,23,130202,127.15KB,54943,53.66KB,1.000,0.000
any_Latn_removed,train,any,Latn,Anyin,Niger-Congo,-,18,54249,52.98KB,25189,24.60KB,-,-
aoi_Latn,train,aoi,Latn,Anindilyakwa,Australian,224712,110,1298533,1.24MB,344131,336.07KB,0.991,0.000
aoi_Latn,test,aoi,Latn,Anindilyakwa,Australian,1058,1,5546,5.42KB,6189,6.04KB,-,-
aoi_Latn_removed,train,aoi,Latn,Anindilyakwa,Australian,-,26,157337,153.65KB,48680,47.54KB,-,-
aoj_Latn,train,aoj,Latn,Mufian,Torricelli,903459,1026,5542590,5.29MB,1670688,1.59MB,0.999,0.000
aoj_Latn,test,aoj,Latn,Mufian,Torricelli,1956,4,11759,11.48KB,9991,9.76KB,-,-
aoj_Latn_removed,train,aoj,Latn,Mufian,Torricelli,-,4269,1691562,1.61MB,654516,639.18KB,-,-
aom_Latn,train,aom,Latn,Ömie,Trans-New Guinea,521350,1176,3399808,3.24MB,1056806,1.01MB,1.000,0.000
aom_Latn,test,aom,Latn,Ömie,Trans-New Guinea,9475,16,61412,59.97KB,26799,26.17KB,-,-
aom_Latn_removed,train,aom,Latn,Ömie,Trans-New Guinea,-,6984,2697068,2.57MB,1069028,1.02MB,-,-
aoz_Latn,train,aoz,Latn,Uab Meto,Austronesian,35205,51,171339,167.32KB,78168,76.34KB,0.078,0.020
aoz_Latn_removed,train,aoz,Latn,Uab Meto,Austronesian,-,2550,6997356,6.67MB,1801188,1.72MB,-,-
apb_Latn,train,apb,Latn,Sa'a,Austronesian,276968,192,1285739,1.23MB,404798,395.31KB,1.000,0.000
apb_Latn,test,apb,Latn,Sa'a,Austronesian,1339,1,6306,6.16KB,6502,6.35KB,-,-
apb_Latn_removed,train,apb,Latn,Sa'a,Austronesian,-,70,446961,436.49KB,142038,138.71KB,-,-
apc_Arab,train,apc,Arab,Levantine Arabic,Afro-Asiatic,19512279,69740,173710729,165.66MB,65179126,62.16MB,0.000,0.000
apc_Arab,test,apc,Arab,Levantine Arabic,Afro-Asiatic,257770,697,2315345,2.21MB,915961,894.49KB,-,-
apc_Arab_removed,train,apc,Arab,Levantine Arabic,Afro-Asiatic,-,332662,337396735,321.77MB,138997731,132.56MB,-,-
ape_Latn,train,ape,Latn,Bukiyip,Torricelli,872676,1924,4999373,4.77MB,1588378,1.51MB,0.999,0.000
ape_Latn,test,ape,Latn,Bukiyip,Torricelli,11721,20,67202,65.63KB,28982,28.30KB,-,-
ape_Latn_removed,train,ape,Latn,Bukiyip,Torricelli,-,8771,14564068,13.89MB,3625406,3.46MB,-,-
apn_Latn,train,apn,Latn,Apinayé,Jean,114399,63,595131,581.18KB,165331,161.46KB,1.000,0.000
apn_Latn_removed,train,apn,Latn,Apinayé,Jean,-,6971,3553080,3.39MB,1869271,1.78MB,-,-
apr_Latn,train,apr,Latn,Arop-Lokep,Austronesian,283250,701,1263534,1.20MB,393672,384.45KB,1.000,0.000
apr_Latn,test,apr,Latn,Arop-Lokep,Austronesian,3060,2,13864,13.54KB,9890,9.66KB,-,-
apr_Latn_removed,train,apr,Latn,Arop-Lokep,Austronesian,-,1647,1435495,1.37MB,477834,466.63KB,-,-
apt_Latn,train,apt,Latn,Apatani,Sino-Tibetan,9201,35,45331,44.27KB,30101,29.40KB,0.029,0.000
apt_Latn_removed,train,apt,Latn,Apatani,Sino-Tibetan,-,744,3873842,3.69MB,991271,968.04KB,-,-
apu_Latn,train,apu,Latn,Apurinã,Maipurean,107730,127,749364,731.80KB,232432,226.98KB,1.000,0.000
apu_Latn,test,apu,Latn,Apurinã,Maipurean,1272,2,8350,8.15KB,11849,11.57KB,-,-
apu_Latn_removed,train,apu,Latn,Apurinã,Maipurean,-,85,272275,265.89KB,102828,100.42KB,-,-
apw_Latn,train,apw,Latn,Western Apache,Eyak-Athabaskan,72842,99,597394,583.39KB,189631,185.19KB,0.970,0.000
apw_Latn,test,apw,Latn,Western Apache,Eyak-Athabaskan,618,1,5207,5.08KB,6211,6.07KB,-,-
apw_Latn_removed,train,apw,Latn,Western Apache,Eyak-Athabaskan,-,342,699148,682.76KB,195561,190.98KB,-,-
apy_Latn,train,apy,Latn,Apalaí,Cariban,166791,182,991548,968.31KB,314869,307.49KB,1.000,0.000
apy_Latn,test,apy,Latn,Apalaí,Cariban,624,1,3615,3.53KB,20188,19.71KB,-,-
apy_Latn_removed,train,apy,Latn,Apalaí,Cariban,-,2310,4151552,3.96MB,721342,704.44KB,-,-
apz_Latn,train,apz,Latn,Safeyoka,Trans-New Guinea,250746,213,1856747,1.77MB,478825,467.60KB,1.000,0.000
apz_Latn,test,apz,Latn,Safeyoka,Trans-New Guinea,1303,1,9543,9.32KB,7802,7.62KB,-,-
apz_Latn_removed,train,apz,Latn,Safeyoka,Trans-New Guinea,-,364,2705230,2.58MB,661058,645.56KB,-,-
arb_Arab,train,arb,Arab,Standard Arabic,Afro-Asiatic,32812858120,61977525,315241517028,293.59GB,105963830058,98.69GB,-,-
arb_Arab,test,arb,Arab,Standard Arabic,Afro-Asiatic,22556610,42080,216802619,206.76MB,75444408,71.95MB,-,-
arb_Arab_removed,train,arb,Arab,Standard Arabic,Afro-Asiatic,-,91914349,424346694398,395.20GB,119783382369,111.56GB,-,-
arb_Latn,train,arb,Latn,Standard Arabic,Afro-Asiatic,1717224,1965,10755618,10.26MB,4558351,4.35MB,0.001,0.001
arb_Latn,test,arb,Latn,Standard Arabic,Afro-Asiatic,7221,15,43773,42.75KB,34640,33.83KB,-,-
arb_Latn_removed,train,arb,Latn,Standard Arabic,Afro-Asiatic,-,194172,847879018,808.60MB,154850940,147.68MB,-,-
are_Latn,train,are,Latn,Western Arrarnta,Australian,21348,34,148225,144.75KB,55367,54.07KB,0.971,0.000
are_Latn_removed,train,are,Latn,Western Arrarnta,Australian,-,604,707877,691.29KB,147799,144.33KB,-,-
arg_Latn,train,arg,Latn,Aragonese,Indo-European,10175742,26250,56552785,53.93MB,26442979,25.22MB,0.000,0.418
arg_Latn,test,arg,Latn,Aragonese,Indo-European,103839,268,568154,554.84KB,290475,283.67KB,-,-
arg_Latn_removed,train,arg,Latn,Aragonese,Indo-European,-,991391,1206975000,1.12GB,482057452,459.73MB,-,-
arl_Latn,train,arl,Latn,Arabela,Zaparoan,130568,130,970772,948.02KB,291284,284.46KB,0.977,0.000
arl_Latn,test,arl,Latn,Arabela,Zaparoan,2768,3,20643,20.16KB,11276,11.01KB,-,-
arl_Latn_removed,train,arl,Latn,Arabela,Zaparoan,-,90,850417,830.49KB,239047,233.44KB,-,-
arn_Latn,train,arn,Latn,Mapudungun,Mapudungu,1327974,1927,7467324,7.12MB,3139608,2.99MB,0.631,0.080
arn_Latn,test,arn,Latn,Mapudungun,Mapudungu,5270,14,30410,29.70KB,22288,21.77KB,-,-
arn_Latn_removed,train,arn,Latn,Mapudungun,Mapudungu,-,54744,11350614,10.82MB,10011428,9.55MB,-,-
arp_Latn,train,arp,Latn,Arapaho,Algic,42960,34,350106,341.90KB,103015,100.60KB,0.853,0.000
arp_Latn_removed,train,arp,Latn,Arapaho,Algic,-,1188,4966762,4.74MB,1489056,1.42MB,-,-
arq_Arab,train,arq,Arab,Algerian Arabic,Afro-Asiatic,30130,96,289047,282.27KB,105583,103.11KB,0.219,0.240
arq_Arab_removed,train,arq,Arab,Algerian Arabic,Afro-Asiatic,-,2402,2265556,2.16MB,736988,719.71KB,-,-
ars_Arab,train,ars,Arab,Najdi Arabic,Afro-Asiatic,269942711,298167,2376935495,2.21GB,815493355,777.72MB,0.000,0.000
ars_Arab,test,ars,Arab,Najdi Arabic,Afro-Asiatic,2373151,2774,20834181,19.87MB,7438196,7.09MB,-,-
ars_Arab_removed,train,ars,Arab,Najdi Arabic,Afro-Asiatic,-,3749453,9133161610,8.51GB,3097833709,2.89GB,-,-
ary_Arab,train,ary,Arab,Moroccan Arabic,Afro-Asiatic,843523994,2365405,8311310671,7.74GB,2868739922,2.67GB,-,-
ary_Arab,test,ary,Arab,Moroccan Arabic,Afro-Asiatic,4966845,13473,48915282,46.65MB,17681948,16.86MB,-,-
ary_Arab_removed,train,ary,Arab,Moroccan Arabic,Afro-Asiatic,-,15356663,35597194781,33.15GB,12451813029,11.60GB,-,-
arz_Arab,train,arz,Arab,Egyptian Arabic,Afro-Asiatic,345040810,853290,3136669067,2.92GB,1140450231,1.06GB,0.000,0.007
arz_Arab,test,arz,Arab,Egyptian Arabic,Afro-Asiatic,2242176,5736,20490576,19.54MB,7578704,7.23MB,-,-
arz_Arab_removed,train,arz,Arab,Egyptian Arabic,Afro-Asiatic,-,13723252,36939476017,34.40GB,12757618089,11.88GB,-,-
asg_Latn,train,asg,Latn,Cishingini,Niger-Congo,2370,3,10665,10.42KB,10031,9.80KB,1.000,0.000
asg_Latn_removed,train,asg,Latn,Cishingini,Niger-Congo,-,10,27324,26.68KB,24716,24.14KB,-,-
asm_Beng,train,asm,Beng,Assamese,Indo-European,98018336,267371,1489680674,1.39GB,385383719,367.53MB,0.003,0.028
asm_Beng,test,asm,Beng,Assamese,Indo-European,948945,2681,14451083,13.78MB,3818410,3.64MB,-,-
asm_Beng_removed,train,asm,Beng,Assamese,Indo-European,-,271489,1220210626,1.14GB,325637283,310.55MB,-,-
asm_Latn,train,asm,Latn,Assamese,Indo-European,541754,663,2958562,2.82MB,1326909,1.27MB,0.032,0.000
asm_Latn,test,asm,Latn,Assamese,Indo-European,3614,7,18725,18.29KB,22960,22.42KB,-,-
asm_Latn_removed,train,asm,Latn,Assamese,Indo-European,-,64549,148728065,141.84MB,42081058,40.13MB,-,-
aso_Latn,train,aso,Latn,Dano,Trans-New Guinea,536958,312,2690659,2.57MB,758002,740.24KB,1.000,0.000
aso_Latn,test,aso,Latn,Dano,Trans-New Guinea,1445,1,6485,6.33KB,7030,6.87KB,-,-
aso_Latn_removed,train,aso,Latn,Dano,Trans-New Guinea,-,102,318957,311.48KB,88954,86.87KB,-,-
ast_Latn,train,ast,Latn,Asturian,Indo-European,47574503,71329,274911002,262.18MB,124666256,118.89MB,0.000,0.228
ast_Latn,test,ast,Latn,Asturian,Indo-European,465754,645,2678412,2.55MB,1225871,1.17MB,-,-
ast_Latn_removed,train,ast,Latn,Asturian,Indo-European,-,10670370,13269985376,12.36GB,5334859215,4.97GB,-,-
ata_Latn,train,ata,Latn,Pele-Ata,Yele-West New Britain,646787,834,3413284,3.26MB,1023053,999.08KB,0.999,0.000
ata_Latn,test,ata,Latn,Pele-Ata,Yele-West New Britain,5136,9,27071,26.44KB,14909,14.56KB,-,-
ata_Latn_removed,train,ata,Latn,Pele-Ata,Yele-West New Britain,-,4101,2569728,2.45MB,901793,880.66KB,-,-
atb_Latn,train,atb,Latn,Zaiwa,Sino-Tibetan,361483,390,1564193,1.49MB,611219,596.89KB,0.490,0.000
atb_Latn,test,atb,Latn,Zaiwa,Sino-Tibetan,2722,5,11590,11.32KB,18191,17.76KB,-,-
atb_Latn_removed,train,atb,Latn,Zaiwa,Sino-Tibetan,-,24409,187852291,179.15MB,101878798,97.16MB,-,-
atd_Latn,train,atd,Latn,Ata Manobo,Austronesian,66693,54,312770,305.44KB,104050,101.61KB,0.944,0.000
atd_Latn,test,atd,Latn,Ata Manobo,Austronesian,3227,3,15233,14.88KB,10121,9.88KB,-,-
atd_Latn_removed,train,atd,Latn,Ata Manobo,Austronesian,-,3488,13998207,13.35MB,2309069,2.20MB,-,-
atg_Latn,train,atg,Latn,Ivbie North-Okpela-Arhe,Niger-Congo,110019,87,527777,515.41KB,170780,166.78KB,1.000,0.000
atg_Latn_removed,train,atg,Latn,Ivbie North-Okpela-Arhe,Niger-Congo,-,54,234995,229.49KB,94277,92.07KB,-,-
ati_Latn,train,ati,Latn,Attié,Niger-Congo,89035,138,438131,427.86KB,160759,156.99KB,1.000,0.000
ati_Latn,test,ati,Latn,Attié,Niger-Congo,3916,1,19858,19.39KB,10518,10.27KB,-,-
ati_Latn_removed,train,ati,Latn,Attié,Niger-Congo,-,6972,1777577,1.70MB,1067041,1.02MB,-,-
atj_Latn,train,atj,Latn,Atikamekw,Algic,161893,662,1041624,1017.21KB,438220,427.95KB,0.002,0.766
atj_Latn,test,atj,Latn,Atikamekw,Algic,1020,7,6520,6.37KB,10582,10.33KB,-,-
atj_Latn_removed,train,atj,Latn,Atikamekw,Algic,-,4164940,8479497055,7.90GB,2711608357,2.53GB,-,-
atq_Latn,train,atq,Latn,Aralle-Tabulahan,Austronesian,1329,2,7162,6.99KB,20462,19.98KB,1.000,0.000
atq_Latn_removed,train,atq,Latn,Aralle-Tabulahan,Austronesian,-,1001,4985595,4.75MB,1172416,1.12MB,-,-
att_Latn,train,att,Latn,Pamplona Atta,Austronesian,254821,802,1304588,1.24MB,410254,400.64KB,1.000,0.000
att_Latn,test,att,Latn,Pamplona Atta,Austronesian,1240,6,6391,6.24KB,8618,8.42KB,-,-
att_Latn_removed,train,att,Latn,Pamplona Atta,Austronesian,-,3300,1463202,1.40MB,518907,506.75KB,-,-
auc_Latn,train,auc,Latn,Waorani,Language isolate,61999,53,462031,451.20KB,128925,125.90KB,1.000,0.000
auc_Latn,test,auc,Latn,Waorani,Language isolate,2564,2,19047,18.60KB,10374,10.13KB,-,-
auc_Latn_removed,train,auc,Latn,Waorani,Language isolate,-,43,1228276,1.17MB,304377,297.24KB,-,-
aui_Latn,train,aui,Latn,Anuki,Austronesian,42327,87,258032,251.98KB,94125,91.92KB,0.977,0.000
aui_Latn_removed,train,aui,Latn,Anuki,Austronesian,-,607,1289702,1.23MB,349711,341.51KB,-,-
auy_Latn,train,auy,Latn,Awiyaana,Trans-New Guinea,260409,265,1907896,1.82MB,489421,477.95KB,1.000,0.000
auy_Latn,test,auy,Latn,Awiyaana,Trans-New Guinea,2018,3,14777,14.43KB,9785,9.56KB,-,-
auy_Latn_removed,train,auy,Latn,Awiyaana,Trans-New Guinea,-,54,146638,143.20KB,48173,47.04KB,-,-
ava_Cyrl,train,ava,Cyrl,Avaric,Nakh-Daghestanian,4576467,8766,57776413,55.10MB,16337388,15.58MB,0.000,0.104
ava_Cyrl,test,ava,Cyrl,Avaric,Nakh-Daghestanian,55801,98,705085,688.56KB,221743,216.55KB,-,-
ava_Cyrl_removed,train,ava,Cyrl,Avaric,Nakh-Daghestanian,-,28617,32701358,31.19MB,9488063,9.05MB,-,-
avk_Latn,train,avk,Latn,Kotava,Artificial Language,1183827,3639,6528425,6.23MB,2543382,2.43MB,0.000,0.820
avk_Latn,test,avk,Latn,Kotava,Artificial Language,8470,31,47053,45.95KB,33807,33.01KB,-,-
avk_Latn_removed,train,avk,Latn,Kotava,Artificial Language,-,27247,28197593,26.89MB,8679415,8.28MB,-,-
avn_Latn,train,avn,Latn,Avatime,Niger-Congo,3046,3,15396,15.04KB,11070,10.81KB,1.000,0.000
avn_Latn_removed,train,avn,Latn,Avatime,Niger-Congo,-,19,36565,35.71KB,17307,16.90KB,-,-
avt_Latn,train,avt,Latn,Au,Torricelli,288753,234,1483727,1.41MB,424501,414.55KB,1.000,0.000
avt_Latn,test,avt,Latn,Au,Torricelli,1041,1,5285,5.16KB,6549,6.40KB,-,-
avt_Latn_removed,train,avt,Latn,Au,Torricelli,-,185,1169111,1.11MB,366722,358.13KB,-,-
avu_Latn,train,avu,Latn,Avokaya,Nilo-Saharan,657460,376,4069683,3.88MB,1056098,1.01MB,1.000,0.000
avu_Latn,test,avu,Latn,Avokaya,Nilo-Saharan,3524,3,21781,21.27KB,11502,11.23KB,-,-
avu_Latn_removed,train,avu,Latn,Avokaya,Nilo-Saharan,-,550,730128,713.02KB,212475,207.50KB,-,-
awa_Deva,train,awa,Deva,Awadhi,Indo-European,1044440,1902,11273704,10.75MB,3092247,2.95MB,0.102,0.060
awa_Deva,test,awa,Deva,Awadhi,Indo-European,17412,23,155530,151.88KB,50918,49.72KB,-,-
awa_Deva_removed,train,awa,Deva,Awadhi,Indo-European,-,1313649,9544266983,8.89GB,1661800837,1.55GB,-,-
awb_Latn,train,awb,Latn,Awa (Papua New Guinea),Trans-New Guinea,140277,138,965861,943.22KB,267475,261.21KB,1.000,0.000
awb_Latn,test,awb,Latn,Awa (Papua New Guinea),Trans-New Guinea,873,1,5997,5.86KB,6814,6.65KB,-,-
awb_Latn_removed,train,awb,Latn,Awa (Papua New Guinea),Trans-New Guinea,-,169,781930,763.60KB,221408,216.22KB,-,-
awx_Latn,train,awx,Latn,Awara,Trans-New Guinea,64269,79,385038,376.01KB,111301,108.69KB,0.975,0.000
awx_Latn_removed,train,awx,Latn,Awara,Trans-New Guinea,-,965,12246329,11.68MB,1070951,1.02MB,-,-
ayo_Latn,train,ayo,Latn,Ayoreo,Zamucoan,944,2,4895,4.78KB,7111,6.94KB,0.500,0.000
ayo_Latn_removed,train,ayo,Latn,Ayoreo,Zamucoan,-,75,362350,353.86KB,80373,78.49KB,-,-
ayp_Arab,train,ayp,Arab,North Mesopotamian Arabic,Afro-Asiatic,211412,82,1975311,1.88MB,466690,455.75KB,0.049,0.000
ayp_Arab,test,ayp,Arab,North Mesopotamian Arabic,Afro-Asiatic,8209,2,76223,74.44KB,25680,25.08KB,-,-
ayp_Arab_removed,train,ayp,Arab,North Mesopotamian Arabic,Afro-Asiatic,-,676,1486830,1.42MB,506522,494.65KB,-,-
ayr_Latn,train,ayr,Latn,Central Aymara,Aymaran,1705732,3395,11492144,10.96MB,5073317,4.84MB,0.039,0.205
ayr_Latn,test,ayr,Latn,Central Aymara,Aymaran,23021,38,153335,149.74KB,79117,77.26KB,-,-
ayr_Latn_removed,train,ayr,Latn,Central Aymara,Aymaran,-,2250131,2235911724,2.08GB,859177180,819.38MB,-,-
azb_Arab,train,azb,Arab,South Azerbaijani,Turkic,35478216,79211,349654458,333.46MB,117384424,111.95MB,0.000,0.432
azb_Arab,test,azb,Arab,South Azerbaijani,Turkic,504269,839,4791215,4.57MB,1574239,1.50MB,-,-
azb_Arab_removed,train,azb,Arab,South Azerbaijani,Turkic,-,1597561,3105885095,2.89GB,1071857429,1022.20MB,-,-
azg_Latn,train,azg,Latn,San Pedro Amuzgos Amuzgo,Otomanguean,127930,114,851596,831.64KB,238271,232.69KB,0.982,0.000
azg_Latn,test,azg,Latn,San Pedro Amuzgos Amuzgo,Otomanguean,2549,1,16600,16.21KB,9902,9.67KB,-,-
azg_Latn_removed,train,azg,Latn,San Pedro Amuzgos Amuzgo,Otomanguean,-,357,2762370,2.63MB,734367,717.16KB,-,-
azj_Cyrl,train,azj,Cyrl,North Azerbaijani,Turkic,3785133,5748,40426372,38.55MB,11991063,11.44MB,0.574,0.000
azj_Cyrl,test,azj,Cyrl,North Azerbaijani,Turkic,44354,43,483829,472.49KB,154895,151.26KB,-,-
azj_Cyrl_removed,train,azj,Cyrl,North Azerbaijani,Turkic,-,4296,24164524,23.05MB,5069164,4.83MB,-,-
azj_Latn,train,azj,Latn,North Azerbaijani,Turkic,3894255826,7291231,28882728457,26.90GB,11261369599,10.49GB,-,-
azj_Latn,test,azj,Latn,North Azerbaijani,Turkic,12878424,23948,95356702,90.94MB,39197159,37.38MB,-,-
azj_Latn_removed,train,azj,Latn,North Azerbaijani,Turkic,-,22245375,59052896795,55.00GB,22853438979,21.28GB,-,-
azz_Latn,train,azz,Latn,Highland Puebla Nahuatl,Uto-Aztecan,57998,59,399848,390.48KB,119324,116.53KB,1.000,0.000
azz_Latn,test,azz,Latn,Highland Puebla Nahuatl,Uto-Aztecan,485,1,3624,3.54KB,20565,20.08KB,-,-
azz_Latn_removed,train,azz,Latn,Highland Puebla Nahuatl,Uto-Aztecan,-,4067,5698776,5.43MB,1532263,1.46MB,-,-
bak_Cyrl,train,bak,Cyrl,Bashkir,Turkic,79795527,183068,885201808,844.19MB,289949198,276.52MB,0.001,0.056
bak_Cyrl,test,bak,Cyrl,Bashkir,Turkic,817780,1940,9085044,8.66MB,3027786,2.89MB,-,-
bak_Cyrl_removed,train,bak,Cyrl,Bashkir,Turkic,-,324058,1019909374,972.66MB,300600937,286.68MB,-,-
bam_Latn,train,bam,Latn,Bambara,Niger-Congo,901084,2573,4614079,4.40MB,2053458,1.96MB,0.003,0.033
bam_Latn,test,bam,Latn,Bambara,Niger-Congo,5462,25,29025,28.34KB,25867,25.26KB,-,-
bam_Latn_removed,train,bam,Latn,Bambara,Niger-Congo,-,318192,202505230,193.12MB,97145481,92.65MB,-,-
ban_Latn,train,ban,Latn,Balinese,Austronesian,9946735,9233,57349495,54.69MB,21076800,20.10MB,0.032,0.143
ban_Latn,test,ban,Latn,Balinese,Austronesian,104115,92,598736,584.70KB,242704,237.02KB,-,-
ban_Latn_removed,train,ban,Latn,Balinese,Austronesian,-,353370,430034420,410.11MB,183225650,174.74MB,-,-
bao_Latn,train,bao,Latn,Waimaha,Tucanoan,316403,355,1779340,1.70MB,552820,539.86KB,1.000,0.000
bao_Latn,test,bao,Latn,Waimaha,Tucanoan,4019,3,21999,21.48KB,18480,18.05KB,-,-
bao_Latn_removed,train,bao,Latn,Waimaha,Tucanoan,-,990,1845393,1.76MB,514001,501.95KB,-,-
bar_Latn,train,bar,Latn,Bavarian,Indo-European,20917214,37025,115496229,110.15MB,58828316,56.10MB,0.000,0.279
bar_Latn,test,bar,Latn,Bavarian,Indo-European,171024,355,1024280,1000.27KB,512638,500.62KB,-,-
bar_Latn_removed,train,bar,Latn,Bavarian,Indo-European,-,3353896,4228165237,3.94GB,1734435338,1.62GB,-,-
bas_Latn,train,bas,Latn,Basa (Cameroon),Niger-Congo,370496,371,1614033,1.54MB,577230,563.70KB,0.420,0.000
bas_Latn,test,bas,Latn,Basa (Cameroon),Niger-Congo,1253,4,5436,5.31KB,10769,10.52KB,-,-
bas_Latn_removed,train,bas,Latn,Basa (Cameroon),Niger-Congo,-,5683,3733781,3.56MB,1466750,1.40MB,-,-
bav_Latn,train,bav,Latn,Vengo,Niger-Congo,41140,10,179060,174.86KB,60598,59.18KB,1.000,0.000
bav_Latn_removed,train,bav,Latn,Vengo,Niger-Congo,-,40,16659,16.27KB,18987,18.54KB,-,-
bba_Latn,train,bba,Latn,Baatonum,Niger-Congo,1516591,2753,7067954,6.74MB,2596214,2.48MB,0.988,0.000
bba_Latn,test,bba,Latn,Baatonum,Niger-Congo,15259,25,72078,70.39KB,34784,33.97KB,-,-
bba_Latn_removed,train,bba,Latn,Baatonum,Niger-Congo,-,4347,3178734,3.03MB,1307906,1.25MB,-,-
bbb_Latn,train,bbb,Latn,Barai,Trans-New Guinea,140535,145,733372,716.18KB,241259,235.60KB,1.000,0.000
bbb_Latn,test,bbb,Latn,Barai,Trans-New Guinea,134,1,696,696.00B,7517,7.34KB,-,-
bbb_Latn_removed,train,bbb,Latn,Barai,Trans-New Guinea,-,485,2854062,2.72MB,808793,789.84KB,-,-
bbc_Latn,train,bbc,Latn,Batak Toba,Austronesian,7082279,4981,35979761,34.31MB,13303089,12.69MB,0.190,0.016
bbc_Latn,test,bbc,Latn,Batak Toba,Austronesian,51217,46,264882,258.67KB,112104,109.48KB,-,-
bbc_Latn_removed,train,bbc,Latn,Batak Toba,Austronesian,-,18559,36390557,34.70MB,13427619,12.81MB,-,-
bbj_Latn,train,bbj,Latn,Ghomálá',Niger-Congo,6347,25,29439,28.75KB,19224,18.77KB,0.680,0.040
bbj_Latn_removed,train,bbj,Latn,Ghomálá',Niger-Congo,-,364,1961390,1.87MB,594611,580.67KB,-,-
bbk_Latn,train,bbk,Latn,Babanki,Niger-Congo,1660,3,9137,8.92KB,23767,23.21KB,0.333,0.000
bbk_Latn_removed,train,bbk,Latn,Babanki,Niger-Congo,-,18,39993,39.06KB,29103,28.42KB,-,-
bbo_Latn,train,bbo,Latn,Northern Bobo Madaré,Niger-Congo,597,1,2789,2.72KB,16352,15.97KB,1.000,0.000
bbo_Latn_removed,train,bbo,Latn,Northern Bobo Madaré,Niger-Congo,-,23,12503,12.21KB,14644,14.30KB,-,-
bbr_Latn,train,bbr,Latn,Girawa,Trans-New Guinea,493773,649,2428686,2.32MB,702604,686.14KB,0.998,0.000
bbr_Latn,test,bbr,Latn,Girawa,Trans-New Guinea,4431,7,22103,21.58KB,13551,13.23KB,-,-
bbr_Latn_removed,train,bbr,Latn,Girawa,Trans-New Guinea,-,4268,1637018,1.56MB,646347,631.20KB,-,-
bch_Latn,train,bch,Latn,Bariai,Austronesian,490581,415,2386080,2.28MB,673665,657.88KB,0.998,0.000
bch_Latn,test,bch,Latn,Bariai,Austronesian,8264,7,40127,39.19KB,17722,17.31KB,-,-
bch_Latn_removed,train,bch,Latn,Bariai,Austronesian,-,222,1299541,1.24MB,357749,349.36KB,-,-
bci_Latn,train,bci,Latn,Baoulé,Niger-Congo,1618821,1503,7225131,6.89MB,2457811,2.34MB,0.989,0.001
bci_Latn,test,bci,Latn,Baoulé,Niger-Congo,16123,15,73969,72.24KB,36580,35.72KB,-,-
bci_Latn_removed,train,bci,Latn,Baoulé,Niger-Congo,-,2241,6490477,6.19MB,2007109,1.91MB,-,-
bcl_Latn,train,bcl,Latn,Central Bikol,Austronesian,4420231,8822,23783193,22.68MB,10207531,9.73MB,0.116,0.197
bcl_Latn,test,bcl,Latn,Central Bikol,Austronesian,24573,73,135177,132.01KB,79066,77.21KB,-,-
bcl_Latn_removed,train,bcl,Latn,Central Bikol,Austronesian,-,193243,161578551,154.09MB,81273158,77.51MB,-,-
bco_Latn,train,bco,Latn,Kaluli,Trans-New Guinea,100930,110,835340,815.76KB,190644,186.18KB,1.000,0.000
bco_Latn_removed,train,bco,Latn,Kaluli,Trans-New Guinea,-,35,253969,248.02KB,72073,70.38KB,-,-
bcw_Latn,train,bcw,Latn,Bana,Afro-Asiatic,62719,18,317215,309.78KB,110441,107.85KB,1.000,0.000
bcw_Latn_removed,train,bcw,Latn,Bana,Afro-Asiatic,-,44,150414,146.89KB,53923,52.66KB,-,-
bdd_Latn,train,bdd,Latn,Bunama,Austronesian,502221,496,2699526,2.57MB,800436,781.68KB,1.000,0.000
bdd_Latn,test,bdd,Latn,Bunama,Austronesian,7268,6,37821,36.93KB,18038,17.62KB,-,-
bdd_Latn_removed,train,bdd,Latn,Bunama,Austronesian,-,61,298448,291.45KB,83776,81.81KB,-,-
bdh_Latn,train,bdh,Latn,Baka (South Sudan),Nilo-Saharan,213225,686,1312907,1.25MB,386146,377.10KB,1.000,0.000
bdh_Latn,test,bdh,Latn,Baka (South Sudan),Nilo-Saharan,270,4,1685,1.65KB,7191,7.02KB,-,-
bdh_Latn_removed,train,bdh,Latn,Baka (South Sudan),Nilo-Saharan,-,3566,1540543,1.47MB,520629,508.43KB,-,-
bdq_Latn,train,bdq,Latn,Bahnar,Austro-Asiatic,10015,19,49560,48.40KB,24835,24.25KB,0.053,0.000
bdq_Latn_removed,train,bdq,Latn,Bahnar,Austro-Asiatic,-,753,1480004,1.41MB,563088,549.89KB,-,-
bea_Latn,train,bea,Latn,Beaver,Eyak-Athabaskan,12327,14,74709,72.96KB,32970,32.20KB,1.000,0.000
bea_Latn,test,bea,Latn,Beaver,Eyak-Athabaskan,1124,1,6780,6.62KB,7162,6.99KB,-,-
bea_Latn_removed,train,bea,Latn,Beaver,Eyak-Athabaskan,-,953,3681102,3.51MB,440980,430.64KB,-,-
bef_Latn,train,bef,Latn,Benabena,Trans-New Guinea,242346,263,1518575,1.45MB,462594,451.75KB,1.000,0.000
